56-273 N 0.200205
10-710 R 1.748811
58-779 S 1.069972
37-409 S 3.563010
83-612 R 3.399652
14-730 R 3.205864
85-491 N 1.269110
71-579 S 0.200757
76-872 R 1.973724
16-627 S 0.912820
82-707 S 0.233093
80-963 N 2.071290
43-564 R 3.451339
93-659 S 3.913070
48-723 N 3.563257
86-151 R 1.210617
18-957 S 1.428784
67-422 N 0.524656
23-399 S 0.845951
12-406 N 1.029210
69-493 S 2.569973
62-498 S 2.767863
38-943 S 1.592025
27-636 S 1.537455
75-370 R 1.367949
58-736 S 2.700633
83-732 R 2.275606
73-531 R 3.513447
30-426 N 2.540280
47-528 N 0.334246
45-470 R 2.096225
60-682 S 3.463354
53-636 R 1.823417
88-727 N 1.798593
76-669 S 0.057447
23-697 S 2.384013
18-977 N 0.340739
86-322 S 1.421543
70-715 N 1.194726
82-202 N 2.488466
39-234 N 1.709736
46-556 N 3.722058
45-549 N 0.776207
87-914 N 2.467720
20-453 N 1.805292
89-880 N 3.275832
58-417 R 1.662170
65-305 R 3.705244
51-197 R 2.785600
39-893 R 2.623112
22-102 R 1.738048
85-789 S 2.115884
67-887 R 3.363275
77-732 R 0.212149
42-198 R 0.835501
46-918 S 2.641179
60-316 N 2.424483
98-773 N 1.770997
91-453 N 1.654125
77-845 R 3.205287
68-939 N 3.074218
90-734 N 1.221310
71-613 R 0.842618
17-453 N 2.561927
49-701 R 3.721725
21-905 S 1.498004
42-492 N 1.042448
62-189 N 0.055735
64-574 R 0.791451
52-510 R 0.293142
67-968 S 3.214405
39-127 R 1.756193
77-889 N 0.926882
16-591 R 1.676234
79-988 S 1.833738
43-464 S 1.573906
39-127 N 2.022105
39-915 N 2.631223
79-107 R 0.427999
30-346 N 2.712347
96-964 S 0.943995
44-390 N 2.667854
92-694 R 0.318151
31-444 R 3.018385
32-769 S 2.271505
18-719 R 1.686794
46-341 S 0.182983
91-316 N 2.346873
62-795 S 1.652677
70-438 R 1.078888
75-881 S 3.074417
48-146 N 3.823344
22-155 S 0.339701
26-222 N 0.494220
11-934 N 1.641892
28-813 S 0.749430
19-983 S 2.982548
65-235 R 2.701229
22-121 R 2.452606
47-556 N 1.722977
13-503 N 3.717508
13-274 N 0.345031
58-435 N 1.296111
13-917 N 3.213992
67-531 S 0.853285
61-885 N 0.082269
18-637 N 2.111462
35-535 R 2.223512
51-957 R 2.909162
33-832 R 0.392291
97-783 S 3.547903
55-747 N 2.630234
28-627 R 3.272198
70-279 N 2.216240
87-772 R 0.040879
86-521 S 2.274304
55-292 R 0.188353
25-811 S 3.331714
86-452 S 3.529044
59-441 S 0.614000
77-224 N 0.060970
94-303 R 2.906010
79-470 R 0.429837
16-700 S 1.794190
70-348 R 1.974112
59-753 R 0.860642
75-645 R 1.106168
79-481 S 0.060391
67-825 S 0.862841
97-751 N 0.398805
47-344 R 0.669750
49-500 R 2.513986
72-412 N 2.692687
60-433 N 2.170668
12-883 N 3.452672
19-104 R 3.107689
59-673 R 2.261266
48-254 R 1.953998
78-274 S 1.712920
37-166 R 2.400693
86-463 N 1.671252
83-568 R 1.284417
22-707 R 2.996670
55-249 N 0.805033
56-532 S 2.020688
21-898 N 3.055786
54-964 S 2.935419
81-382 S 1.733664
50-523 N 3.288984
45-317 S 2.601629
95-322 N 1.984198
57-974 R 0.081429
45-236 S 2.639830
80-152 N 2.038277
78-858 R 2.583466
86-235 R 3.707657
48-404 R 2.290693
32-128 R 2.574429
74-128 N 2.326562
86-912 R 3.918391
30-166 N 1.587534
27-279 N 0.945199
39-414 N 3.812013
91-940 S 2.242425
30-275 R 2.847939
28-468 N 2.986315
25-700 N 1.830396
22-103 S 1.933171
70-482 S 3.770912
69-833 S 0.501107
81-368 S 0.253957
13-633 R 2.483134
14-110 R 1.632201
26-963 S 3.864111
49-784 R 3.338678
88-509 S 0.884246
16-917 N 0.965230
19-478 S 1.125683
41-335 R 3.988083
19-933 N 3.280623
51-688 S 1.844373
78-311 R 3.606801
62-756 N 3.740672
57-115 R 3.915400
38-464 S 3.114637
84-416 N 0.977384
22-906 N 2.703535
15-349 S 1.745193
91-770 R 0.824563
21-348 R 0.469859
49-902 S 1.238418
73-870 R 1.659434
49-780 S 1.592567
62-468 N 0.067407
33-877 S 3.788271
64-561 N 1.772297
26-905 S 0.545832
92-472 R 3.098375
69-953 S 1.687084
77-889 N 3.627233
35-399 N 2.690280
30-711 N 0.539590
41-131 R 0.998704
62-759 S 1.243202
87-508 S 3.975221
82-462 R 2.356958
90-161 S 2.256209
65-796 N 2.612579
31-882 R 2.781744
31-486 S 1.266613
33-521 R 0.297341
33-582 N 0.408366
69-594 N 0.965077
74-148 S 0.259088
86-512 N 3.088520
91-636 R 0.147835
40-333 S 0.792722
53-847 N 3.967472
92-770 N 1.374990
74-813 N 0.765982
76-456 R 3.017408
67-581 S 2.353289
27-747 R 1.062707
91-528 N 3.350245
46-159 N 2.781608
16-103 R 2.105977
89-601 S 2.303757
50-694 S 1.552794
35-673 S 0.943647
50-942 R 1.478157
77-422 N 2.196233
39-796 S 0.803358
84-427 S 3.619277
90-447 S 0.884630
89-148 S 0.696736
56-297 N 1.769028
87-975 S 1.121935
36-211 N 1.352986
91-262 S 2.653943
23-760 N 1.422702
96-285 N 3.934861
54-601 R 0.702979
18-209 R 1.680007
71-649 S 3.463909
16-417 R 0.733676
46-919 N 0.025424
48-846 R 0.757899
71-938 N 3.559577
49-121 S 0.674078
42-699 N 3.504215
51-130 N 2.912237
59-985 R 2.812976
70-641 N 2.040841
17-915 R 3.752244
40-658 S 1.823602
33-144 S 3.901482
87-551 N 0.796424
94-416 S 3.488460
38-273 N 1.816840
62-588 N 1.323063
17-137 S 0.445165
20-120 N 3.444063
80-477 N 0.077401
38-707 R 1.032414
80-511 S 1.817207
20-298 N 0.725899
51-179 R 0.121390
50-333 N 2.305504
80-446 S 2.750078
68-341 N 2.359462
39-338 N 3.339611
79-287 R 0.820923
51-858 S 0.080129
83-828 N 0.257569
10-893 S 1.728620
60-662 S 1.562827
35-822 R 0.725887
73-298 S 3.288707
22-724 S 2.587525
29-712 N 2.108545
86-420 N 3.825753
49-817 S 2.326338
56-975 N 3.873049
81-204 N 0.038862
78-680 N 0.758432
15-607 R 2.021911
79-407 S 3.942228
83-807 N 3.475877
82-540 R 3.300944
30-844 R 3.435272
50-251 N 0.446983
62-324 S 3.986898
12-742 N 1.041112
69-748 R 3.451197
81-965 N 3.052746
73-871 R 1.168267
22-862 R 0.333997
47-223 S 0.985282
17-143 N 2.309273
31-244 N 3.015206
79-883 N 1.449859
56-136 R 1.211103
15-534 N 3.280831
14-110 S 0.567787
21-701 S 0.979911
98-779 N 2.298626
63-109 N 0.319975
21-596 N 0.173913
63-436 R 3.920351
77-512 R 1.316129
76-944 N 3.519300
95-127 S 2.902817
14-135 S 3.019901
57-632 N 1.889547
78-547 S 0.773656
45-973 R 3.051940
29-651 N 0.826417
67-797 S 0.809068
12-516 S 0.906574
23-781 N 3.191295
58-298 S 1.278981
31-478 R 0.897987
19-843 S 1.833869
23-431 N 2.657356
42-934 N 3.538285
79-434 N 1.988394
32-940 S 0.129734
84-421 R 0.718330
97-133 R 3.905088
73-936 S 3.657021
55-458 R 1.500926
96-723 R 3.659235
97-516 R 1.019005
46-526 S 3.337708
81-317 R 2.438113
41-143 N 3.653599
23-894 N 1.932944
82-348 N 2.419357
93-714 N 0.574843
10-102 S 1.373745
69-667 N 2.997092
22-110 S 3.834905
53-986 S 3.919104
28-600 S 0.718627
91-945 S 2.635514
31-540 R 0.322890
13-755 N 0.004995
95-171 R 3.681929
56-300 N 1.933068
75-740 N 3.873429
96-239 N 0.017587
24-419 S 3.118717
76-988 S 0.345628
38-392 N 0.730047
21-665 S 2.947703
23-860 S 1.871287
80-431 R 2.677341
63-213 R 3.582671
19-450 N 3.710028
46-989 R 1.259017
82-575 S 0.609999
36-723 R 0.130285
26-288 R 1.782664
14-605 N 3.197985
31-290 R 2.396474
86-693 S 3.889224
32-906 N 2.174032
83-966 R 1.068868
18-114 R 2.717571
64-793 N 1.849848
16-508 R 3.268852
67-402 N 1.771186
64-527 N 0.024646
94-484 R 3.215445
51-445 N 1.223769
13-395 N 0.063294
73-725 N 1.823825
12-596 R 2.867527
44-899 N 0.950143
28-908 N 3.165695
69-428 R 2.176746
19-715 S 1.266414
31-660 N 2.211433
67-151 R 1.575144
94-212 S 3.072332
72-133 R 0.089897
98-513 S 2.850676
78-311 N 3.973794
18-231 N 3.139269
59-245 R 2.911099
59-819 S 2.524540
45-239 N 2.896134
23-977 S 2.294569
74-652 N 3.494156
44-706 R 0.429598
61-257 N 0.311828
65-225 S 2.234834
48-437 R 3.718215
34-202 R 0.238579
91-733 S 1.369668
29-543 R 1.048651
43-802 R 3.601416
13-625 R 1.694546
42-265 N 3.101797
71-858 S 2.535862
24-656 R 2.261935
36-825 R 3.914217
89-422 S 1.783061
71-369 N 3.937379
21-907 S 3.797939
74-307 R 3.302911
50-940 R 0.752894
94-563 N 2.582618
85-221 R 2.867335
80-888 S 3.957932
21-297 S 2.711421
52-709 R 1.325630
88-710 N 2.076538
33-799 N 3.409616
84-854 R 3.672610
98-471 N 3.440524
24-523 N 2.020105
52-930 N 0.394654
28-527 R 0.770182
28-693 R 2.756861
94-747 N 3.825039
35-293 N 2.949813
85-340 S 1.841725
92-907 N 3.111324
91-415 N 0.219771
58-531 R 3.330677
11-185 R 0.037928
20-104 N 3.548130
66-466 S 3.343368
59-644 N 3.974612
71-821 S 2.492183
36-852 R 2.992378
68-509 R 0.610343
75-352 N 2.814772
92-324 R 1.215869
53-803 S 3.222780
58-218 N 2.825540
96-122 R 1.587621
74-706 R 1.731548
97-469 S 2.758050
84-648 N 2.277013
86-191 R 0.235158
75-407 N 3.394987
54-451 R 1.619566
30-340 S 3.597507
19-363 R 0.959794
89-923 S 1.762399
22-118 S 2.716837
46-581 S 1.652182
95-649 S 3.819630
54-702 R 0.606585
63-220 R 0.696748
17-656 S 1.456499
15-567 S 0.829728
63-781 R 2.149754
30-402 S 2.377578
90-828 S 0.028825
54-924 S 0.235874
30-350 S 3.636637
12-879 R 1.229295
67-587 R 2.012193
56-358 R 1.826281
22-179 N 1.394249
55-121 R 0.637763
17-729 R 2.733849
89-154 N 2.718647
27-321 S 0.889039
22-822 N 3.777105
64-721 S 2.984731
12-773 R 1.880049
86-114 R 3.873531
96-184 S 2.686669
12-991 N 2.068807
52-498 N 3.580225
57-124 N 2.387542
75-218 R 2.481774
54-979 R 0.469273
39-557 N 3.919920
67-147 N 1.018978
65-491 N 1.395696
34-346 N 1.680031
21-274 S 1.390173
61-118 N 0.310843
57-209 S 2.429162
64-956 S 1.231509
45-113 S 2.980625
10-399 N 0.399565
51-739 S 2.648025
42-461 S 0.574903
39-157 N 2.540208
60-625 S 3.759981
36-761 S 0.494692
17-694 R 3.153172
60-888 N 0.776901
68-402 N 0.189384
27-233 R 0.739340
45-941 N 2.555692
79-919 R 1.339597
73-893 N 0.761889
52-589 R 1.768000
68-136 S 1.001356
98-709 S 3.729536
11-918 S 1.299988
63-327 N 1.661101
61-759 N 3.397073
44-950 N 2.216229
58-215 S 2.817641
73-508 N 2.833237
10-723 N 0.750061
83-984 N 3.358291
21-383 R 3.263461
12-463 R 2.757503
53-351 S 1.648125
73-276 S 2.028172
73-239 R 0.608599
96-885 N 3.361022
15-318 R 2.737133
23-849 S 3.886353
50-680 N 2.756757
48-882 S 2.926964
71-358 N 3.494286
53-949 S 3.920240
38-117 S 3.778387
94-456 S 0.647720
52-130 N 1.994408
18-785 N 2.830680
68-245 R 1.462569
44-554 N 2.218669
84-303 S 3.669446
49-870 S 2.589751
72-350 S 1.013264
79-832 N 1.917430
40-319 R 1.143596
62-535 S 2.282279
63-556 S 0.766667
72-390 S 1.354377
31-581 R 2.963041
11-455 S 0.255372
31-884 N 2.948205
10-135 S 0.381712
74-990 N 1.305092
94-673 S 3.510129
31-118 R 2.596326
44-966 S 2.385395
79-515 R 0.421688
14-891 S 3.052618
41-654 N 3.730637
11-726 N 3.231827
75-901 N 1.521620
42-324 R 3.452196
36-909 R 0.509166
57-862 R 1.374303
90-107 S 2.899600
12-151 N 1.009263
18-423 S 1.378503
72-848 N 0.917898
87-187 N 1.253281
93-594 S 0.586604
17-886 S 0.946400
34-775 N 0.670713
36-545 R 2.166711
25-379 S 3.183608
63-428 N 0.373989
89-588 S 3.249122
63-750 N 3.555274
65-959 S 1.605787
15-515 R 1.369176
32-393 S 0.030011
66-204 S 0.338112
73-128 N 2.978257
95-755 R 2.238958
84-421 R 3.028836
77-786 N 2.604248
90-398 S 3.246081
66-610 S 1.801400
41-244 N 0.503742
47-236 R 1.943099
63-410 R 3.071690
11-828 N 3.142796
30-213 R 2.117931
63-641 R 0.293926
60-417 R 1.554924
71-421 R 3.107094
50-656 S 0.709975
31-237 R 3.506828
62-849 S 2.839678
40-111 R 1.898094
56-443 N 3.999798
64-771 R 0.675323
70-572 R 1.807522
29-285 S 1.135041
24-937 S 1.771669
28-494 R 3.072232
29-111 S 3.568214
20-856 S 1.004251
56-970 R 1.099664
98-948 R 2.071587
20-305 R 2.214518
75-776 N 0.668168
10-267 N 0.890752
32-867 R 2.644583
36-278 R 2.189348
43-585 S 1.703783
69-738 R 0.290894
43-944 N 0.752161
25-278 R 3.491890
13-641 R 2.919775
32-286 R 0.205319
54-121 N 2.095726
45-385 R 2.701008
66-892 S 3.320806
42-319 N 0.200477
17-228 S 1.105654
50-789 N 2.294005
16-213 S 1.123440
73-263 S 3.257026
29-638 R 3.619740
77-964 N 3.861550
93-171 R 1.455856
30-619 R 3.105654
51-273 N 3.305517
91-649 R 3.440410
17-463 S 2.568089
19-127 S 0.075473
68-880 N 1.386432
27-437 R 2.179501
73-412 N 2.915892
18-371 S 0.393283
37-147 N 2.517263
53-186 N 1.796673
23-380 R 2.234432
74-877 S 1.566008
22-273 N 1.593786
60-467 N 0.648614
77-385 N 1.563002
47-182 N 1.733265
45-204 N 3.750718
87-869 N 3.599245
81-909 R 2.993631
45-245 S 2.567143
41-353 R 3.675166
42-774 N 0.108070
69-239 S 0.570050
56-889 S 0.297011
41-410 N 1.515421
16-415 S 2.943996
84-400 S 2.133769
90-518 N 2.623375
94-358 S 1.971750
73-289 R 3.537325
20-571 R 2.876159
77-667 S 3.531644
29-304 S 1.492013
41-534 S 2.087797
97-215 S 3.784374
27-306 N 2.198977
30-425 R 2.735376
71-221 R 0.024803
72-745 R 2.939629
24-682 N 3.180292
41-430 S 0.487128
89-883 S 0.142179
81-818 N 3.613927
44-233 R 3.737940
28-337 N 1.881658
23-333 S 2.579328
26-305 R 3.190573
17-137 S 1.418539
29-245 S 2.993994
75-979 N 1.667795
36-412 S 1.979996
85-530 N 1.654989
92-955 N 2.467920
63-593 N 0.382848
45-332 S 3.890246
38-168 S 0.156769
67-471 R 1.735641
53-789 S 2.608102
34-227 R 2.516292
83-195 S 3.022241
42-411 S 3.425187
23-708 N 3.512728
86-854 S 3.408710
22-370 S 1.737843
10-312 N 1.622273
74-794 N 3.930376
13-722 S 0.945666
18-784 R 1.395799
22-709 S 2.628150
17-305 R 2.591550
30-900 R 1.237203
37-849 S 1.439213
47-708 S 1.609109
74-559 S 3.271831
92-934 N 3.712719
51-648 R 1.906228
69-355 N 3.941723
68-352 R 1.252058
45-624 N 2.356220
20-552 S 3.368306
48-411 S 2.995604
89-134 S 1.818341
21-367 N 1.834420
24-546 S 2.416572
26-251 R 3.437485
53-177 N 1.734564
53-482 N 2.885045
87-492 R 1.519632
77-931 R 1.761732
76-631 S 1.572912
65-986 N 2.171774
63-980 R 1.231249
11-427 S 2.527997
20-359 S 1.363829
75-477 N 1.243132
27-346 R 0.941843
53-459 N 2.591633
80-328 R 1.100772
12-591 R 2.130317
20-425 N 2.518842
93-312 N 3.321665
50-484 N 2.082119
46-127 R 2.358436
21-570 R 2.142567
40-340 R 3.289651
58-756 R 1.767610
75-496 R 0.601852
11-782 N 2.291510
61-618 R 0.055503
47-876 S 2.644812
31-892 R 0.762469
18-107 S 3.038611
96-277 R 0.348473
10-393 R 3.417197
66-757 S 3.764570
56-971 R 0.463407
25-278 R 2.017867
23-782 R 1.514634
94-597 N 1.716560
20-723 R 2.938752
47-337 R 3.483749
42-280 R 2.364299
68-648 N 1.163359
